ProductID;CategoryID;BrandID;Brand;ProductName;Features;Price;Weight
2361;3;2;Panasonic;Panasonic Icela;15MPix, Compact;462.63;2
2362;2;1;Sony;Sony Wote 880;2G, 8M Cam, 4.9" Screen;335.61;2
2363;5;4;Apple;Apple Hittegh;black, 10";393.56;2
2364;3;12;BenQ;BenQ Atle;7xZoom, GPS, SLR;806.21;3
2365;5;5;Philips;Philips Starska 9600;LTE, white;164.88;1
2366;5;4;Apple;Apple Leno 610;black, 12.2";167.04;2
2367;5;7;Dell;Dell Geardry;Wifi, 10";223.28;2
2368;2;7;Dell;Dell Lano One At;LTE, white, 8M Cam;490.96;2
2369;2;4;Apple;Apple Rela;5" Screen, 3G;427.55;2
2370;2;17;Toshiba;Toshiba Wabe Yne 6800;5.1" Screen, 2G, 10M Cam, white;112.22;1
2371;4;4;Apple;Apple Gearla Wo 3000;Over-Ear, micro;80.03;1
2372;1;15;Casio;Casio Hiing Star Ive;37", FullHD;1498.14;1
2373;4;4;Apple;Apple Gearle Fly;3.5", black;29.70;2
2374;4;8;Samsung;Samsung Oryne Gear;In-Ear, white;48.90;1
2375;4;8;Samsung;Samsung Onewoflyone 780;black, In-Ear;21.04;1
2376;4;13;Humax;Humax Ingre Starre 1700;bluetooth, white, Over-Ear;72.67;1
2377;2;8;Samsung;Samsung Ivecre Atwo 780;8M Cam, 4.7" Screen;139.09;1
2378;3;8;Samsung;Samsung Styce Star La;SLR, 18MPix, 5xZoom;233.68;1
2379;5;11;JVC;JVC Runnogh One;13", Wifi, black;190.08;2
2380;4;1;Sony;Sony Orwo Ce For;comfort, Over-Ear;54.76;2
2381;5;16;Huawei;Huawei Stargh No Star;white, bluetooth;351.19;1
2382;3;1;Sony;Sony Boxsty 8000;10xZoom, Compact;330.54;2
2383;4;8;Samsung;Samsung Rewa 950;white, In-Ear;48.73;2
2384;4;10;Canon;Canon Gearcre 380;Over-Ear, comfort;81.56;1
2385;4;8;Samsung;Samsung Woor Or;bluetooth, In-Ear;67.45;2
2386;5;4;Apple;Apple Ivete 2600;LTE, 10", white;314.04;2
2387;2;7;Dell;Dell Orboxing;white, 10M Cam, LTE;546.93;2
2388;3;17;Toshiba;Toshiba Cele;Wifi, Compact, 21MPix;270.00;2
2389;4;3;LG;LG Ceone One Hi;Over-Ear, comfort;76.66;2
2390;3;10;Canon;Canon Icere Te Hi;GPS, Compact, 21MPix;873.15;1
2391;1;8;Samsung;Samsung Begearhi Re;UltraHD, 37", 1xHDMI;312.14;1
2392;5;4;Apple;Apple Drystarmenwa 9500;12.2", Wifi, black;315.32;1
2393;5;3;LG;LG Lahi;10.1", bluetooth;298.90;4
2394;2;1;Sony;Sony Lebe Ive;15M Cam, white, LTE;81.53;2
2395;3;8;Samsung;Samsung Wogear Cre;5xZoom, 10MPix;623.29;1
2396;2;14;Daewoo;Daewoo Wodryfor;black, 4.9" Screen;458.65;2
2397;2;8;Samsung;Samsung Reghyne 380;LTE, 5.1" Screen, silver;489.29;1
2398;5;2;Panasonic;Panasonic Menstar Wo 1300;Wifi, white;315.75;1
2399;4;15;Casio;Casio Ledry;white, micro, In-Ear;93.08;2
2400;2;10;Canon;Canon Oneatle Ing;black, 12M Cam, 4.9" Screen;288.95;1
2401;2;7;Dell;Dell Forone No;silver, 5.1" Screen;81.94;2
2402;2;4;Apple;Apple Reingive;white, 3G, 15M Cam;213.43;2
2403;2;2;Panasonic;Panasonic Boxfor One;12M Cam, silver, 3G;598.39;1
2404;2;4;Apple;Apple Cecre 100;LTE, 15M Cam, silver;395.41;2
2405;2;9;Acer;Acer Styflyyne Be 950;white, 2G, 5.5" Screen;547.00;1
2406;1;1;Sony;Sony Gearive;45", UltraHD;450.53;2
2407;2;8;Samsung;Samsung Iceska For Te 3000;8M Cam, 5" Screen;170.74;1
2408;5;10;Canon;Canon Skafly Ing 7500;Wifi, 10.1";183.22;1
2409;1;10;Canon;Canon Arla Ing Men 520;FullHD, 39";1040.75;1
2410;1;8;Samsung;Samsung Forhi 1900;50", 4xHDMI;925.66;1
2411;2;4;Apple;Apple Rebeat Ska 8100;10M Cam;268.27;1
2412;2;9;Acer;Acer Beghing;12M Cam, LTE;442.20;2
2413;2;1;Sony;Sony Laboxcrefly;silver, 5.5" Screen, 15M Cam;152.19;2
2414;4;7;Dell;Dell Note La 7500;3.5", Over-Ear, black;60.05;1
2415;5;5;Philips;Philips Dryrunte;10.1", Wifi;138.12;2
2416;2;6;Lenovo;Lenovo Ladryar;2G, 12M Cam, 5.1" Screen;327.32;2
2417;2;8;Samsung;Samsung Teforhidry;15M Cam, 4.7" Screen, LTE;514.96;1
2418;5;1;Sony;Sony Aricedry;white, 12.2";300.07;2
2419;4;15;Casio;Casio Onefly Wo;black, bluetooth, In-Ear;42.28;2
2420;3;2;Panasonic;Panasonic Ingdry Ce Le;5xZoom, Searcher, Compact;911.96;1
2421;2;8;Samsung;Samsung Hiyne Sty;3G, 5.5" Screen, silver;264.01;1
2422;4;5;Philips;Philips Atone Menwo 7000;white, bluetooth;41.35;1
2423;5;7;Dell;Dell Lela Ingte 30;13", white;167.67;1
2424;4;4;Apple;Apple Hitat;In-Ear, comfort;50.03;2
2425;2;17;Toshiba;Toshiba Mente Inging;2G, 8M Cam, silver;530.85;1
2426;1;13;Humax;Humax Ingdry Men;4xHDMI, 50";993.93;2
2427;2;2;Panasonic;Panasonic Crerun Cre Ce 670;4.7" Screen, 15M Cam, LTE;113.15;1
2428;3;12;BenQ;BenQ Nomen 600;GPS, 2xZoom;698.53;2
2429;3;4;Apple;Apple Oneska Dry;Wifi, 10xZoom;465.43;2
2430;1;9;Acer;Acer Noor Box;4xHDMI, UltraHD;161.55;2
2431;2;17;Toshiba;Toshiba Orfly Iceska 330;silver, 3G, 4.7" Screen;326.90;1
2432;2;8;Samsung;Samsung Icestar;5.1" Screen, LTE;407.24;2
2433;5;4;Apple;Apple Ceone Ice;black, LTE;155.20;2
2434;2;1;Sony;Sony Starstymen Sty;8M Cam, 2G, white;150.65;1
2435;5;5;Philips;Philips Waghhit Gh;Wifi, white, 13";88.30;1
2436;2;10;Canon;Canon Lefor For Run;15M Cam, silver, 5.5" Screen;394.81;1
2437;4;4;Apple;Apple Higear;Over-Ear, micro, black;67.71;2
2438;5;4;Apple;Apple Resty Re 4500;9.7", white;126.16;1
2439;2;1;Sony;Sony Skafly Hit Be 4600;black, 4.7" Screen, 8M Cam;344.32;1
2440;1;1;Sony;Sony Ghing Box 610;FullHD, 45";219.34;1
2441;2;11;JVC;JVC Befor No Ice 870;5.5" Screen, LTE, silver, 8M Cam;415.77;1
2442;3;7;Dell;Dell Nocre Laone;Compact, 21MPix, 5xZoom;256.04;2
2443;5;10;Canon;Canon Noator Gear 430;black, Wifi, 12.2";399.94;1
2444;3;11;JVC;JVC Gearice 7000;24MPix;636.03;2
2445;4;4;Apple;Apple Bedry One;3.5", black;13.82;2
2446;2;7;Dell;Dell Iveone Sty Ice 820;LTE, 5.5" Screen;228.29;1
2447;2;7;Dell;Dell Ingat Sty;silver, 15M Cam, 2G;375.12;2
2448;1;9;Acer;Acer Skafly;39";354.11;2
2449;2;4;Apple;Apple Hitive Ative 8000;3G, 4.9" Screen, 8M Cam;253.95;1
2450;2;14;Daewoo;Daewoo Hite Cre 790;white, 2G, 5" Screen;125.88;1
2451;4;17;Toshiba;Toshiba Crela 700;black, Over-Ear, micro;27.18;1
2452;2;13;Humax;Humax Ingmenno Cre;black, 12M Cam;68.77;1
2453;1;1;Sony;Sony Oneor;UltraHD, 1xHDMI;1173.96;2
2454;5;9;Acer;Acer Boxwa Run;13", white;139.32;2
2455;5;4;Apple;Apple Runcre;Wifi;336.39;2
2456;4;7;Dell;Dell Iceice 770;bluetooth;97.40;2
2457;4;8;Samsung;Samsung Cestar Wa Ar;Over-Ear, white, bluetooth;79.63;1
2458;1;1;Sony;Sony Drycre 8000;50", UltraHD, 2xHDMI;830.46;2
2459;3;15;Casio;Casio Ivenobe 170;SLR, GPS, 15MPix;37.59;1
2460;3;11;JVC;JVC Laatmen 8500;24MPix, Wifi, Compact;117.56;2
2461;3;4;Apple;Apple Tele;12MPix;743.15;2
2462;2;4;Apple;Apple Styarice La 350;5" Screen, silver, 3G;557.76;1
2463;4;3;LG;LG Norun Re 5300;3.5", In-Ear, white;47.39;2
2464;2;9;Acer;Acer Creonece;3G, 15M Cam, white;291.39;2
2465;2;7;Dell;Dell Boxing Fly 380;white, 12M Cam;424.33;1
2466;4;2;Panasonic;Panasonic Forhit Yne 9500;In-Ear, white;18.30;1
2467;4;1;Sony;Sony Flyce;In-Ear, micro;92.33;2
2468;4;8;Samsung;Samsung Formente;white, Over-Ear;18.40;2
2469;5;5;Philips;Philips Ivesty Be At;black, 10", LTE;319.48;1
2470;1;5;Philips;Philips Runarcegh;UltraHD, 39";784.45;1
2471;3;7;Dell;Dell Icewa;12MPix, SLR, Wifi, 10xZoom;745.24;2
2472;1;4;Apple;Apple Drymen Larun;FullHD, 37";636.83;1
2473;4;15;Casio;Casio Iceone Dry Be;Over-Ear, black;66.09;1
2474;4;8;Samsung;Samsung Menhi 670;bluetooth, Over-Ear, white;39.62;1
2475;3;8;Samsung;Samsung Onesty Lacre;7xZoom, Wifi, 21MPix;224.55;1
2476;2;8;Samsung;Samsung Ceice Fly Star;10M Cam, white;333.68;1
2477;4;13;Humax;Humax Behi Cre 710;comfort, Over-Ear;33.18;1
2478;5;2;Panasonic;Panasonic Boxgear 3100;Wifi;375.07;1
2479;1;17;Toshiba;Toshiba Ivele Yne;FullHD, 50";906.54;1
2480;5;2;Panasonic;Panasonic Ghar;12.2", Wifi;287.71;2
2481;2;2;Panasonic;Panasonic Waska Star 4600;12M Cam, black;251.04;1
2482;1;6;Lenovo;Lenovo Styoneyne 9000;UltraHD;400.14;1
2483;5;8;Samsung;Samsung Skaice At;white, 9.7";330.57;1
2484;2;1;Sony;Sony Bebox;15M Cam, 4.9" Screen;392.65;2
2485;4;17;Toshiba;Toshiba Skawo Te Fly;3.5", In-Ear;11.90;1
2486;4;2;Panasonic;Panasonic Menle Re Dry;white, 3.5";67.73;1
2487;5;7;Dell;Dell Terun Men;bluetooth, 9.7";127.32;2
2488;1;4;Apple;Apple Ynefor Lano;39", 4xHDMI;1166.69;1
2489;5;4;Apple;Apple Orwo Gh;LTE, white;292.25;2
2490;2;15;Casio;Casio Leor Sty Ska 2500;15M Cam, 4.9" Screen;527.05;1
2491;5;5;Philips;Philips Rundry Ingive 650;black, bluetooth, 10";230.84;1
2492;4;4;Apple;Apple Being Le No;Over-Ear, black;95.86;1
2493;3;7;Dell;Dell Ghonewoar;GPS, SLR, 10xZoom;61.70;2
2494;1;4;Apple;Apple Onele Wo Cre 130;2xHDMI, 45", FullHD;909.77;1
2495;4;7;Dell;Dell Lecre Ive Be 760;comfort;14.19;1
2496;2;6;Lenovo;Lenovo Rewo Hi;5" Screen, silver;270.61;2
2497;3;8;Samsung;Samsung Creice 710;Wifi, Compact, 2xZoom;445.22;1
2498;5;8;Samsung;Samsung Ingatat 310;black, bluetooth;120.59;1
2499;2;8;Samsung;Samsung Skaboxrece 3800;3G, 10M Cam, black;558.43;1
2500;3;4;Apple;Apple Skamen 6000;7xZoom, Wifi;773.33;1
2501;3;12;BenQ;BenQ Boxwo 5300;2xZoom, Compact, Wifi, 21MPix;576.67;2
2502;5;4;Apple;Apple Onestar 990;white, 9.7";330.95;1
2503;5;4;Apple;Apple Aror Ska One;black, LTE;232.53;1
2504;2;14;Daewoo;Daewoo Flygear 820;10M Cam, LTE, silver;282.85;1
2505;3;7;Dell;Dell Gearcrete Yne;7xZoom, 12MPix;550.97;1
2506;2;9;Acer;Acer Icere One 6400;black, 12M Cam;227.88;1
2507;4;8;Samsung;Samsung Oneing Gh 440;In-Ear, bluetooth;33.17;1
2508;5;1;Sony;Sony Ynehit Wa Dry 3400;10", bluetooth;197.26;1
2509;5;5;Philips;Philips Styar Hit Gear;LTE, black, 10.1";255.02;1
2510;2;6;Lenovo;Lenovo Cewa Fly;4.7" Screen, 15M Cam, black;534.85;2
2511;1;9;Acer;Acer Ceor;FullHD, 42";197.01;3
2512;1;14;Daewoo;Daewoo Ingce Iveat;FullHD, 2xHDMI;852.81;1
2513;4;11;JVC;JVC Ghhi 720;Over-Ear, white;65.28;2
2514;2;9;Acer;Acer Staratle 7900;5" Screen, white;443.93;1
2515;4;7;Dell;Dell Rece Ive 550;bluetooth, In-Ear;46.50;1
2516;5;17;Toshiba;Toshiba Forar 2200;Wifi, black, 12.2";297.71;1
2517;1;4;Apple;Apple Woat Le Or 1600;50", 3xHDMI;205.18;1
2518;3;6;Lenovo;Lenovo Ynebe No 2900;12MPix, 5xZoom, Compact;685.39;1
2519;1;2;Panasonic;Panasonic Ivebehi 7000;42", FullHD, 4xHDMI;1388.22;1
2520;5;13;Humax;Humax Orrunfly;black;94.88;2
2521;5;5;Philips;Philips Atce Hit Yne 700;LTE, 13";239.05;1
2522;2;4;Apple;Apple Becreice For;silver, 4.7" Screen, 10M Cam;292.07;1
2523;1;8;Samsung;Samsung Boxhi Hi No;45", 2xHDMI;878.16;1
2524;2;1;Sony;Sony Mendrybox;10M Cam, white, 3G;462.61;2
2525;2;6;Lenovo;Lenovo Drydry;white, 10M Cam, 4.9" Screen;483.71;2
2526;5;4;Apple;Apple Onewala Hit 250;Wifi, 10.1";210.97;1
2527;4;8;Samsung;Samsung Atsty Cre 330;white, 3.5", Over-Ear;11.43;1
2528;4;8;Samsung;Samsung Teforat 4000;black, 3.5", In-Ear;41.61;1
2529;3;5;Philips;Philips Mengearhigh;Compact, 15MPix;945.88;1
2530;5;4;Apple;Apple Icear;13";392.27;2
2531;5;2;Panasonic;Panasonic Regear Yne;13", white;248.78;1
2532;4;1;Sony;Sony Skagh;black, comfort;52.60;2
2533;1;8;Samsung;Samsung Ledry Dry;45", 2xHDMI, FullHD;1366.56;1
2534;2;1;Sony;Sony Teoneno;5" Screen, 2G;206.89;2
2535;3;5;Philips;Philips Ivewayne;Searcher, 5xZoom;508.11;2
2536;5;4;Apple;Apple Yneing;white, Wifi;147.04;2
2537;1;8;Samsung;Samsung Laor Ce;1xHDMI, FullHD, 39";107.33;2
2538;1;4;Apple;Apple Iveicecre;39", 3xHDMI;375.27;2
2539;2;12;BenQ;BenQ Aror Be;5.1" Screen, LTE, 10M Cam;259.77;2
2540;4;8;Samsung;Samsung Ynesty Run Le 3800;Over-Ear, micro;76.23;1
2541;5;9;Acer;Acer Icece At 2700;10.1", black;385.09;1
2542;5;4;Apple;Apple Flygh 5200;LTE, black, 10";218.91;2
2543;2;7;Dell;Dell Woive;5.1" Screen, LTE;382.46;2
2544;5;5;Philips;Philips Runice;black, 9.7";198.14;2
2545;4;8;Samsung;Samsung Hithi Star;3.5", Over-Ear;6.32;1
2546;3;2;Panasonic;Panasonic Regh No One;2xZoom, Compact;959.10;1
2547;2;3;LG;LG Gearing Be 160;4.7" Screen, white, 3G;455.39;1
2548;4;8;Samsung;Samsung Reska Teno;Over-Ear, comfort;91.92;1
2549;3;8;Samsung;Samsung Wahiarte;Compact, Wifi;848.45;2
2550;1;15;Casio;Casio Besty Wo One 600;45", FullHD;692.82;1
2551;5;15;Casio;Casio Boxgear Hit Gh 5000;Wifi, black, 10";351.53;1
2552;5;2;Panasonic;Panasonic Wocre 840;13", Wifi, white;245.65;1
2553;2;4;Apple;Apple Crefor;10M Cam, LTE, 5.1" Screen;106.92;2
2554;2;4;Apple;Apple Leno Ce Ska;LTE, 10M Cam, white;240.68;1
2555;5;4;Apple;Apple Labe Ghte 50;10", white;382.15;1
2556;2;2;Panasonic;Panasonic Styhi;5.1" Screen, 2G, 8M Cam;119.76;2
2557;5;4;Apple;Apple Women Bedry;black, bluetooth;139.87;1
2558;5;16;Huawei;Huawei Wore Ce;white, Wifi, 12.2";224.24;2
2559;1;8;Samsung;Samsung Boxhi 5700;37", 3xHDMI;235.21;1
2560;3;8;Samsung;Samsung Reive Star Te;24MPix;640.52;1
2561;1;4;Apple;Apple Flyska Runar;FullHD;338.77;1
2562;5;2;Panasonic;Panasonic Nono;white, 10.1";339.86;2
2563;4;6;Lenovo;Lenovo Hitfly Hit Star 530;comfort, In-Ear, white;27.06;1
2564;3;1;Sony;Sony Runno;Compact, 7xZoom, 24MPix;909.11;2
2565;3;8;Samsung;Samsung Onele;18MPix, Compact, 10xZoom, GPS;723.55;2
2566;5;7;Dell;Dell Gearfly;9.7", bluetooth;369.32;2
2567;2;8;Samsung;Samsung Teyne Yne;15M Cam, 4.9" Screen, white;83.91;1
2568;1;3;LG;LG Cebox Re Box;FullHD, 4xHDMI;1236.16;2
2569;3;1;Sony;Sony Ladry;2xZoom, SLR;329.96;2
2570;5;4;Apple;Apple Oneat;bluetooth, white;305.09;2
2571;4;7;Dell;Dell Arhit At;black, In-Ear, bluetooth;71.62;2
2572;2;7;Dell;Dell Hitre 340;black, 5" Screen, LTE;400.28;2
2573;2;1;Sony;Sony Wofor;4.9" Screen, 12M Cam, 2G;395.70;2
2574;5;8;Samsung;Samsung Rewa 980;LTE;175.12;2
2575;4;1;Sony;Sony Orrunle;white, In-Ear, 3.5";82.19;2
2576;4;4;Apple;Apple Dryar Fly;In-Ear, micro, black;28.52;2
2577;3;4;Apple;Apple Yneyne;15MPix, 7xZoom, SLR, Searcher;628.11;2
2578;2;15;Casio;Casio Lecre Gh;black, 4.9" Screen, 3G;90.44;2
2579;2;7;Dell;Dell Noynehi 160;silver, 4.9" Screen, 12M Cam;499.11;2
2580;2;17;Toshiba;Toshiba Wanogear;3G, silver, 5" Screen, 15M Cam;273.42;2
2581;5;8;Samsung;Samsung Hitsty Sty Yne;bluetooth, 12.2", white;185.60;1
2582;4;17;Toshiba;Toshiba Runivestar Te 8100;comfort, In-Ear;42.35;1
2583;3;12;BenQ;BenQ Skaghmenice 2200;10MPix;862.01;1
2584;5;12;BenQ;BenQ Icece;9.7", Wifi, black;348.41;2
2585;4;7;Dell;Dell Forive 700;comfort, white;26.11;2
2586;2;7;Dell;Dell Gearwoice 2400;10M Cam, 5.1" Screen;499.29;1
2587;3;5;Philips;Philips Runor Ska 500;Wifi, 5xZoom, 21MPix;352.09;1
2588;4;4;Apple;Apple Forgear Menmen 940;white, Over-Ear;20.02;1
2589;5;4;Apple;Apple Lebe 980;10.1", black;321.47;2
2590;3;8;Samsung;Samsung Orone;Wifi, SLR;518.67;2
2591;4;16;Huawei;Huawei Forynere 1900;Over-Ear, black, micro;13.01;1
2592;5;6;Lenovo;Lenovo Arno Flyat;10", LTE;219.62;1
2593;5;7;Dell;Dell Beingce;10";241.85;2
2594;2;16;Huawei;Huawei Ceive Forbe;3G, 5.5" Screen, 10M Cam;592.55;1
2595;1;7;Dell;Dell Menrunor;FullHD, 45";1301.24;2
2596;2;8;Samsung;Samsung Ingrun At;LTE, black, 15M Cam;232.38;1
2597;4;8;Samsung;Samsung Flying Ce;In-Ear, bluetooth, black;41.03;1
2598;5;11;JVC;JVC Atyne One 1700;Wifi, 10";131.78;1
2599;1;12;BenQ;BenQ Lefly Fly Cre;1xHDMI, 42";1164.31;1
2600;1;8;Samsung;Samsung Ghyne;UltraHD, 39", 4xHDMI;554.25;2
2601;2;17;Toshiba;Toshiba Noing Dry;10M Cam, 4.7" Screen;533.13;1
2602;5;8;Samsung;Samsung Boxre Wa;9.7", bluetooth;143.91;2
2603;5;7;Dell;Dell Orwo;Wifi, black;222.59;3
2604;1;4;Apple;Apple Norun;UltraHD, 2xHDMI;251.61;2
2605;2;10;Canon;Canon Woone Dry Men;10M Cam, black, 5.5" Screen;180.41;1
2606;2;6;Lenovo;Lenovo Ynewa Box One;12M Cam, 5.5" Screen;190.14;1
2607;2;7;Dell;Dell Hitgearing Ive;5.5" Screen, LTE;229.71;1
2608;2;7;Dell;Dell Wawa 440;4.7" Screen, 8M Cam;156.88;2
2609;2;4;Apple;Apple Dryor No;4.7" Screen, 2G, black;580.46;2
2610;5;8;Samsung;Samsung Cefly;10";258.46;2
2611;3;7;Dell;Dell Icefor Gearhi;7xZoom, Compact;559.47;1
2612;2;14;Daewoo;Daewoo Orat Men;2G, 15M Cam, 5.1" Screen;354.98;2
2613;2;11;JVC;JVC Forre Dry Wo 170;silver, 10M Cam;285.78;1
2614;2;7;Dell;Dell Mente;15M Cam, black, 5.5" Screen, LTE;319.78;2
2615;2;4;Apple;Apple Ingte Cre;white, 5.1" Screen;466.94;2
2616;4;12;BenQ;BenQ Boxarrunstar 6200;In-Ear;87.30;1
2617;4;1;Sony;Sony Himeningstar 810;black, micro, Over-Ear;37.39;1
2618;5;4;Apple;Apple Ingar Be Yne;white, 10.1";355.93;1
2619;1;8;Samsung;Samsung Forwa Cre 7400;2xHDMI, 37";378.56;1
2620;2;8;Samsung;Samsung Skaice 4300;LTE, 15M Cam, black;448.67;1
2621;2;7;Dell;Dell Ororska;black, 4.7" Screen;91.98;2
2622;3;15;Casio;Casio Skastar One Ce;GPS, 2xZoom, 15MPix;695.75;1
2623;5;4;Apple;Apple Hitre;10";296.20;2
2624;5;8;Samsung;Samsung Ynegear;Wifi, 10.1";185.20;2
2625;1;10;Canon;Canon Wola Wo 9700;FullHD, 37";387.76;1
2626;2;6;Lenovo;Lenovo Hitice Men;white, 10M Cam, 3G;567.81;1
2627;5;13;Humax;Humax Ghdry Gh;Wifi, white;85.25;2
2628;4;5;Philips;Philips Terunhit 4400;comfort, In-Ear;12.52;1
2629;3;1;Sony;Sony Reive 410;12MPix, 2xZoom;898.57;2
2630;2;6;Lenovo;Lenovo Lace 220;3G, 10M Cam, 5.5" Screen;472.47;2
2631;5;4;Apple;Apple Ingrun Box Yne;10", bluetooth, white;263.22;1
2632;4;8;Samsung;Samsung Lecre Or 620;micro, white, Over-Ear;8.89;1
2633;1;8;Samsung;Samsung Leice Woing 140;50", 3xHDMI;177.78;1
2634;2;5;Philips;Philips Crehit Hit 610;4.7" Screen, LTE, white;575.54;1
2635;5;1;Sony;Sony Forhitte;black, bluetooth;243.85;2
2636;2;8;Samsung;Samsung Iceat;silver, 2G, 4.7" Screen;586.27;2
2637;2;8;Samsung;Samsung Woive Ing Sty;LTE, 8M Cam, silver;598.53;1
2638;2;1;Sony;Sony Crehi;8M Cam, white, 2G;554.26;2
2639;4;1;Sony;Sony Reing 970;bluetooth;30.71;2
2640;2;1;Sony;Sony Laicegh;8M Cam, white;295.74;2
2641;5;8;Samsung;Samsung Lastaryne At 2000;Wifi, black;217.58;1
2642;5;10;Canon;Canon Lebe;10", black, Wifi;179.18;2
2643;5;6;Lenovo;Lenovo Waive 910;white, 9.7";298.36;2
2644;4;8;Samsung;Samsung Cele 150;bluetooth;36.61;2
2645;5;1;Sony;Sony Reboxice;black, Wifi;266.71;2
2646;5;8;Samsung;Samsung Teive;white, 12.2";162.62;2
2647;4;1;Sony;Sony Wobox One;Over-Ear, white;32.13;2
2648;4;6;Lenovo;Lenovo Histy Le;In-Ear, comfort, white;54.43;2
2649;4;2;Panasonic;Panasonic Forrun Hi One;comfort, black;54.81;1
2650;2;3;LG;LG Iceyneceing 5100;12M Cam, white;191.19;1
2651;2;1;Sony;Sony Tehi Le;LTE, white;223.28;2
2652;4;5;Philips;Philips Boxgh;3.5", black;26.45;2
2653;2;11;JVC;JVC Styar Nostar;4.7" Screen, 3G, 15M Cam;243.78;2
2654;5;4;Apple;Apple Hitive Yne Le 6800;black, 12.2";302.13;1
2655;4;8;Samsung;Samsung Dryno 6100;black, In-Ear;78.50;1
2656;5;7;Dell;Dell Stying;12.2", bluetooth;295.74;2
2657;1;2;Panasonic;Panasonic Reor 240;2xHDMI, UltraHD, 39";871.83;1
2658;5;15;Casio;Casio Waing Wa Star;10.1", LTE;184.22;1
2659;5;7;Dell;Dell Lear Hit For 860;LTE, 10", black;119.07;1
2660;1;12;BenQ;BenQ Lastyive Star 1500;50", 2xHDMI, FullHD;855.52;1
2661;5;2;Panasonic;Panasonic Boxwa 6400;black;206.79;1
2662;5;13;Humax;Humax Flyflyforwo;white, 10.1";209.03;1
2663;2;8;Samsung;Samsung Regh No;5.1" Screen;307.11;2
2664;5;2;Panasonic;Panasonic Iveno Run;LTE, 9.7";257.19;1
2665;4;7;Dell;Dell Skahitlece;white, 3.5";31.59;2
2666;4;2;Panasonic;Panasonic Skano Box;In-Ear, micro, black;53.87;1
2667;5;4;Apple;Apple Starice Le;12.2", LTE;265.20;2
2668;4;4;Apple;Apple Woce Sty;3.5", In-Ear;84.36;2
2669;2;7;Dell;Dell Ynehitla Sty 990;10M Cam, 5.5" Screen, 3G;131.16;1
2670;2;7;Dell;Dell Arwagh;5.5" Screen, white, 10M Cam, 2G;320.69;2
2671;5;7;Dell;Dell Nodry At Re 290;10", white;209.43;1
2672;3;10;Canon;Canon Ghhi Sty;Compact, 5xZoom, 21MPix, Searcher;393.69;2
2673;5;8;Samsung;Samsung Forgh Forgh;13", black;123.13;1
2674;2;1;Sony;Sony Nowo 4000;15M Cam, silver;156.27;2
2675;5;4;Apple;Apple Gearskawo;LTE, 10";280.95;2
2676;4;8;Samsung;Samsung Noive At Te;bluetooth, white;8.82;1
2677;3;1;Sony;Sony Ynebe Yne;Compact, 5xZoom, 24MPix;441.91;2
2678;3;8;Samsung;Samsung Lahit;7xZoom, Compact;969.37;2
2679;4;10;Canon;Canon Leynegh 9100;In-Ear, white;77.01;1
2680;4;8;Samsung;Samsung Ivedry 70;In-Ear;76.41;1
2681;2;4;Apple;Apple Onela 540;black, 8M Cam, 4.9" Screen;530.00;2
2682;3;10;Canon;Canon Teyne Or 100;Compact, 2xZoom, Searcher;265.02;1
2683;5;8;Samsung;Samsung Hitwo;bluetooth, black, 9.7";214.77;2
2684;1;17;Toshiba;Toshiba Noboxbe 300;39", 2xHDMI;917.72;1
2685;5;5;Philips;Philips Refly Ing;black, Wifi, 10.1";214.00;1
2686;2;7;Dell;Dell Starhi Ar;5" Screen, 8M Cam, silver;281.76;2
2687;2;8;Samsung;Samsung Woing Wo 500;5.5" Screen, 2G, white;331.69;1
2688;1;15;Casio;Casio Iveno At;FullHD, 3xHDMI;604.03;2
2689;3;1;Sony;Sony Ghwa;12MPix, Searcher, SLR;280.70;3
2690;4;10;Canon;Canon Skaforsty;black, Over-Ear, 3.5";10.55;2
2691;2;4;Apple;Apple Cewo At;12M Cam, 2G;549.85;2
2692;5;14;Daewoo;Daewoo Onestyive;10";190.51;2
2693;2;8;Samsung;Samsung Styhi Cre;LTE, white, 5.1" Screen;234.00;1
2694;5;5;Philips;Philips Cewobe;12.2", white;329.25;2
2695;5;14;Daewoo;Daewoo Histyyne Be 7100;black, 9.7";170.84;1
2696;2;7;Dell;Dell Crerun Gear 1000;3G, 15M Cam, silver, 5.5" Screen;85.03;1
2697;4;13;Humax;Humax Onebe;white, bluetooth;63.93;2
2698;3;1;Sony;Sony Styat Ivewo;GPS, 15MPix, 5xZoom;519.70;2
2699;2;8;Samsung;Samsung Cehi 810;white, LTE, 5.5" Screen;251.66;2
2700;5;4;Apple;Apple Ynete One;LTE, 12.2";399.34;2
2701;5;4;Apple;Apple Teive 110;Wifi, black;289.51;2
2702;2;7;Dell;Dell Orrun Ce 540;LTE, silver;564.81;1
2703;1;9;Acer;Acer Gearhi Men;3xHDMI, UltraHD;1263.60;2
2704;3;16;Huawei;Huawei Cresty;2xZoom, Compact;590.52;2
2705;2;1;Sony;Sony Oneno Be 4100;8M Cam, silver, 2G;164.23;1
2706;3;1;Sony;Sony Resty 9500;24MPix, Compact, 2xZoom;114.92;2
2707;2;5;Philips;Philips Flyicemen 2800;5.5" Screen, black, 3G, 10M Cam;118.51;1
2708;4;5;Philips;Philips Ghive Dry;bluetooth, black, In-Ear;9.51;1
